id,reason,timestamp,postal_code
19189,6,2020-02-27 11:24:24,3056
68480,3,2020-03-12 00:58:32,3090
81344,4,2020-03-20 17:50:22,3035
64941,7,2020-03-16 07:39:49,3017
78167,1,2020-03-22 12:16:22,3107
65354,7,2020-03-22 22:02:20,4170
31205,7,2020-03-02 20:23:20,4047
8977,4,2020-03-21 23:04:21,3020
58471,5,2020-02-29 05:49:32,3091
99316,2,2020-03-10 14:21:54,4103
78464,1,2020-03-07 00:05:47,3113
55636,7,2020-03-06 13:30:43,4186
13651,2,2020-03-03 10:07:30,3035
69679,3,2020-03-07 14:56:30,4106
99890,8,2020-02-27 09:14:26,3116
6884,4,2020-03-04 09:00:09,4106
19417,8,2020-03-21 00:40:18,3048
69523,8,2020-02-27 12:47:40,4189
39858,5,2020-03-18 08:12:19,3056
29213,5,2020-03-19 10:27:54,4046
37115,4,2020-03-27 21:30:00,4102
61435,3,2020-03-14 05:38:16,3065
71570,6,2020-02-27 16:15:20,3083
61038,1,2020-03-08 23:04:00,4186
45080,3,2020-03-21 22:06:04,3032
4980,5,2020-03-09 07:43:53,3120
60718,7,2020-03-05 07:56:32,3085
77888,6,2020-03-26 00:47:12,3026
35170,7,2020-03-11 14:17:51,4108
99602,2,2020-03-05 14:31:00,4170
12160,2,2020-03-04 08:26:05,3016
74066,4,2020-03-23 01:19:06,3101
67123,1,2020-03-12 13:57:22,4007
45737,2,2020-03-21 04:52:44,3080
97982,5,2020-03-25 18:51:24,3066
83895,6,2020-03-17 21:10:46,4182
63041,6,2020-03-06 22:08:51,3082
72842,1,2020-02-28 11:40:16,3120
94270,7,2020-03-04 20:23:16,3055
42065,5,2020-03-06 07:03:21,3091
58950,6,2020-03-16 01:30:02,3150
93273,5,2020-03-01 05:39:39,3087
70054,8,2020-03-23 06:39:45,4107
17307,7,2020-03-25 11:23:10,4191
13296,8,2020-03-08 21:51:32,3095
68692,4,2020-02-29 06:43:21,3048
47439,7,2020-03-08 12:47:14,4106
94711,1,2020-03-01 05:52:13,3119
4046,1,2020-03-02 03:25:44,4181
66059,4,2020-02-28 23:18:16,4154
44685,5,2020-03-18 23:35:57,4181
53576,3,2020-03-02 22:22:23,4108
27405,3,2020-03-12 10:43:30,3030
42174,4,2020-03-13 14:14:18,4107
72286,3,2020-03-05 11:59:28,4101
88474,8,2020-03-16 10:43:33,3022
23144,2,2020-03-20 09:06:52,3051
35321,4,2020-03-03 03:30:28,3119
98751,3,2020-03-03 03:25:16,3051
94487,3,2020-03-18 16:05:19,3090
86882,5,2020-03-05 01:53:18,3066
78129,4,2020-03-09 03:28:16,3113
47226,7,2020-02-28 12:15:08,3091
73650,2,2020-03-20 11:55:26,4186
42584,4,2020-03-22 14:19:07,3076
3663,7,2020-03-09 03:38:41,4048
69944,5,2020-03-25 00:33:09,3022
88850,7,2020-03-06 16:12:18,3021
36148,3,2020-03-04 17:26:57,4187
47635,6,2020-03-25 19:50:52,3082
67940,7,2020-03-01 06:57:46,3040
80472,7,2020-03-12 06:06:28,4153
95267,1,2020-03-25 21:19:12,3107
4679,2,2020-03-13 16:01:59,4187
16779,1,2020-03-18 08:42:16,3047
91199,6,2020-03-27 13:57:18,4181
59953,3,2020-03-21 19:00:18,4194
59246,8,2020-03-25 10:17:14,4000
21367,5,2020-03-19 16:57:48,4150
62229,5,2020-03-24 09:28:53,3025
80340,7,2020-03-03 14:20:26,4104
33287,4,2020-03-20 21:55:41,4130
58660,1,2020-03-03 00:30:56,4002
58733,2,2020-03-06 04:14:21,4152
98588,7,2020-03-04 13:23:03,4003
72396,8,2020-03-15 14:37:30,3011
38965,3,2020-03-15 06:11:54,3087
3100,1,2020-03-18 12:11:28,3012
88585,7,2020-03-20 15:50:33,4155
26094,2,2020-03-21 17:41:05,3020
18105,1,2020-03-11 17:09:30,3101
27613,5,2020-03-08 20:18:12,4170
10591,4,2020-03-23 04:16:15,4194
27351,5,2020-03-09 05:12:22,3035
33755,8,2020-03-14 23:17:06,4184
98876,8,2020-02-28 20:27:26,4102
8995,3,2020-03-23 09:28:38,3083
15813,1,2020-03-02 04:47:20,4005
67883,2,2020-03-25 03:09:39,3067
53107,7,2020-03-05 20:15:41,4187
50569,1,2020-03-11 04:53:31,4007
29859,3,2020-03-23 16:26:01,3070
94867,2,2020-03-04 22:11:27,4189
64207,5,2020-03-22 10:31:54,4180
89690,7,2020-03-08 13:35:56,4049
14693,1,2020-03-14 08:22:33,3071
22707,4,2020-03-02 14:55:38,4008
98567,3,2020-03-02 19:29:16,3013
58051,1,2020-03-13 20:51:31,3076
94192,4,2020-03-01 17:02:43,3110
26265,5,2020-03-03 04:45:42,3061
83343,4,2020-03-01 01:09:05,3071
7807,2,2020-03-10 15:07:23,3091
73208,1,2020-03-12 23:27:45,3115
11598,6,2020-03-19 02:28:52,4155
25017,7,2020-02-28 14:17:42,3096
23366,3,2020-03-14 21:17:47,3052
55720,6,2020-03-16 06:15:01,3050
37650,4,2020-03-19 20:03:55,3041
93811,1,2020-03-08 19:15:09,3150
82845,1,2020-03-22 12:40:22,4002
68849,6,2020-03-14 08:55:10,4004
96996,3,2020-03-19 06:12:15,4180
62335,2,2020-03-25 14:41:02,3046
71542,4,2020-02-29 14:34:59,4040
45387,4,2020-03-17 22:41:24,3060
88144,2,2020-03-03 06:00:23,3076
54566,6,2020-03-01 02:07:49,3031
68924,4,2020-03-22 07:27:04,4104
24529,6,2020-03-26 18:39:59,4130
7894,8,2020-03-16 03:00:54,3032
46988,8,2020-03-08 20:47:06,3095
90205,7,2020-03-05 05:42:26,3096
26184,7,2020-03-19 08:12:33,4180
43924,4,2020-03-04 19:21:35,3061
36824,2,2020-03-09 12:36:25,3071
96350,6,2020-03-04 14:18:50,4046
29544,6,2020-03-02 00:40:08,3048
38002,4,2020-03-27 06:26:58,4001
14409,1,2020-03-22 19:47:09,4193
57236,1,2020-03-14 19:07:27,3052
65558,8,2020-03-26 13:38:12,3101
59317,2,2020-03-07 23:23:53,4105
27490,1,2020-02-28 03:09:26,4188
7025,4,2020-03-24 11:04:31,3061
90840,6,2020-03-21 06:33:06,3056
54902,3,2020-03-12 13:09:07,4190
32160,7,2020-03-09 11:28:13,4187
13680,6,2020-03-13 20:31:31,3120
62013,8,2020-03-13 09:13:42,4001
25356,7,2020-03-22 18:51:07,3096
99005,2,2020-03-13 17:27:54,4040
55719,8,2020-03-21 14:52:22,3111
12880,6,2020-03-03 13:21:49,3022
89560,3,2020-03-16 09:59:19,3061
44579,4,2020-03-17 01:48:17,3067
60004,5,2020-02-27 08:28:48,3090
40232,4,2020-03-03 00:46:15,3100
2157,1,2020-03-26 07:16:00,3048
50384,7,2020-03-01 06:02:21,3035
19051,3,2020-03-05 03:18:48,4001
70437,8,2020-03-07 01:19:03,4108
14003,1,2020-03-06 05:17:49,4042
86731,7,2020-03-13 06:09:09,3020
81122,3,2020-03-21 12:53:43,3082
54933,5,2020-03-09 19:45:49,3117
64454,6,2020-03-13 23:50:16,3090
86229,3,2020-03-06 19:49:48,3035
16148,2,2020-03-27 11:30:12,3083
95184,5,2020-03-11 15:09:05,4044
59252,4,2020-03-14 01:59:46,4042
97001,5,2020-02-27 08:43:52,3026
10121,6,2020-03-26 22:46:34,3087
46073,6,2020-03-27 21:27:43,4186
57995,1,2020-03-08 10:40:17,3012
60527,6,2020-03-24 07:10:48,3027
49525,8,2020-03-25 14:23:02,3012
80919,5,2020-03-05 16:26:02,4185
30640,3,2020-03-24 01:26:23,4005
27305,6,2020-03-17 20:30:10,4170
4233,4,2020-03-11 15:36:51,3020
37766,5,2020-02-28 08:53:27,3048
52008,5,2020-03-09 15:16:51,4152
78004,1,2020-03-25 12:41:39,3095
94843,2,2020-03-14 18:52:28,4002
18763,6,2020-03-05 23:52:48,4192
30701,5,2020-03-02 04:39:16,4190
84718,8,2020-03-06 03:57:26,4184
82024,4,2020-02-29 09:45:20,4151
19219,4,2020-03-03 07:49:25,3105
23479,3,2020-03-11 10:26:53,4157
62349,5,2020-03-12 20:03:33,3087
31874,8,2020-03-12 05:07:59,3083
24628,7,2020-03-10 16:12:48,3015
45173,8,2020-03-06 09:42:50,4107
45856,1,2020-03-04 18:20:34,4108
23654,5,2020-03-22 16:22:40,4002
3970,5,2020-02-27 06:11:00,3040
35025,8,2020-03-07 12:02:08,4104
24575,4,2020-03-17 01:24:44,4101
78690,7,2020-03-05 11:43:51,4193
7566,4,2020-03-23 07:52:06,4157
22909,3,2020-02-29 21:29:33,3020
90498,7,2020-03-07 21:07:08,3060
61242,2,2020-03-08 17:42:24,3012
65808,6,2020-03-10 03:24:38,3112
86111,4,2020-03-12 01:34:26,4156
51140,4,2020-03-25 07:58:17,3113
3742,6,2020-03-25 10:02:32,4041
80406,6,2020-03-03 23:19:17,4005
45762,2,2020-03-14 15:41:39,3106
19608,7,2020-03-22 13:13:35,3010
46471,8,2020-03-21 18:34:49,4108
47433,1,2020-03-27 19:24:27,3030
1887,4,2020-03-05 18:12:56,4108
2205,1,2020-02-28 00:56:27,4003
36453,4,2020-03-13 03:33:59,4185
43306,8,2020-03-09 14:25:55,4045
74522,5,2020-03-27 04:37:21,3048
38324,7,2020-03-10 16:56:30,3030
78311,7,2020-02-27 15:08:53,3067
46802,4,2020-03-06 16:57:12,3041
88177,8,2020-03-02 21:24:49,3065
26207,3,2020-03-08 13:18:46,4151
75921,8,2020-03-23 03:05:15,4100
3517,3,2020-03-21 11:09:50,3022
41883,3,2020-03-21 14:55:08,3101
72150,4,2020-03-08 03:27:50,4004
76967,8,2020-03-11 18:11:55,3036
33796,6,2020-02-27 06:49:07,4005
48698,3,2020-03-23 15:12:32,3110
16714,8,2020-03-08 04:46:09,3026
40785,2,2020-03-10 16:52:54,3027
74285,2,2020-03-16 03:11:39,3036
18478,2,2020-02-29 02:04:50,3076
8409,6,2020-03-24 04:52:05,3051
9694,2,2020-03-07 14:08:32,4193
83019,3,2020-03-25 02:37:13,4043
7206,7,2020-03-20 15:05:31,3071
62270,1,2020-03-21 19:24:38,3116
74971,3,2020-03-02 05:43:50,3112
85343,5,2020-03-13 20:01:17,3042
47522,5,2020-03-12 07:08:14,3111
90286,6,2020-03-14 07:18:58,3085
54940,5,2020-02-27 10:15:07,3041
91834,3,2020-03-14 03:07:22,4043
75413,2,2020-03-03 02:48:26,3051
47177,4,2020-03-05 23:35:08,3086
33561,6,2020-03-21 15:27:45,3111
80552,3,2020-03-19 18:29:26,3048
42968,3,2020-03-17 21:44:04,3013
85690,7,2020-03-24 16:48:52,3081
31587,8,2020-02-27 15:26:48,3046
3807,1,2020-03-18 01:36:37,4047
48394,8,2020-03-16 06:30:32,3081
94866,7,2020-03-25 17:15:55,3022
23830,5,2020-03-27 02:03:47,3047
14317,5,2020-02-28 06:34:15,3061
18392,6,2020-03-09 23:31:24,4193
5633,3,2020-03-15 06:07:49,3075
83317,7,2020-03-02 07:38:12,3080
20986,3,2020-03-24 01:26:21,3065
34068,8,2020-02-29 07:56:11,3040
14735,4,2020-03-10 17:38:11,4190
62258,5,2020-03-27 22:29:42,4182
17107,3,2020-03-25 02:54:52,3085
85072,2,2020-03-19 15:01:18,3150
30632,1,2020-03-01 09:39:13,4182
21545,5,2020-03-16 20:46:18,3077
14764,8,2020-03-16 02:47:59,4106
9078,3,2020-03-10 00:28:53,4184
72115,2,2020-03-10 12:40:42,4005
40338,2,2020-02-29 08:32:32,3035
34816,7,2020-03-24 05:00:39,3052
98665,8,2020-03-04 17:48:37,4003
7418,6,2020-03-20 17:07:51,3119
96551,5,2020-03-19 11:37:56,4151
80973,1,2020-03-25 03:18:30,3095
38558,1,2020-03-21 03:51:27,4130
31397,3,2020-03-22 14:23:07,3011
27849,4,2020-02-29 01:46:37,4106
59475,6,2020-03-22 06:35:43,3067
2352,4,2020-03-18 12:16:01,3065
91990,2,2020-03-19 15:37:18,4188
67798,5,2020-03-24 06:43:12,3010
31373,5,2020-03-13 03:27:27,3052
61959,3,2020-03-20 11:15:15,4181
16130,6,2020-03-12 05:01:13,3080
65504,8,2020-03-12 03:48:27,3081
62696,6,2020-03-27 12:25:35,3042
57775,2,2020-03-15 16:25:43,3150
42092,4,2020-03-24 16:26:33,3096
14144,1,2020-03-06 21:17:59,3048
8370,5,2020-03-11 04:35:05,4157
36975,3,2020-03-06 06:56:15,4005
39147,2,2020-03-03 02:15:49,3115
42293,7,2020-03-24 23:13:53,4007
88089,3,2020-02-28 12:59:54,4001
21575,7,2020-03-01 09:52:16,4157
42648,3,2020-03-11 15:29:19,4184
84707,7,2020-03-02 10:53:50,4044
84940,7,2020-03-25 04:55:21,4042
52463,6,2020-03-21 01:05:14,4185
89062,5,2020-03-20 00:25:56,3112
26137,2,2020-03-03 09:53:09,4181
8298,6,2020-03-18 05:47:50,4184
70235,7,2020-03-21 12:43:42,3050
61593,3,2020-03-18 15:16:14,3118
18764,7,2020-03-23 18:20:55,4102
48539,6,2020-03-23 23:49:30,4159
89930,8,2020-03-15 17:24:50,4150
77009,2,2020-02-29 05:04:51,3050
25887,3,2020-03-19 01:26:05,3036
2822,4,2020-03-05 18:41:08,4190
93717,2,2020-03-15 11:50:35,4158
33873,7,2020-03-01 02:50:45,3017
72406,3,2020-03-20 13:33:38,4107
27408,5,2020-03-25 02:31:25,4189
67075,7,2020-03-21 08:26:20,3045
59413,2,2020-03-19 12:03:19,3027
85948,6,2020-03-08 12:58:28,3040
60549,3,2020-03-10 21:44:13,3066
51970,2,2020-03-20 05:32:38,3081
23870,1,2020-03-08 13:37:03,4185
30469,3,2020-03-05 11:40:48,4044
39491,6,2020-03-21 02:31:06,3100
23654,7,2020-03-25 11:59:07,3061
31700,8,2020-03-06 09:00:42,4191
3575,3,2020-03-08 05:52:18,4155
36707,6,2020-03-16 19:57:46,4106
56995,7,2020-03-20 17:40:49,3011
9736,8,2020-03-06 03:08:48,4187
4204,4,2020-03-22 19:09:52,3036
74499,8,2020-03-03 22:17:26,3106
71727,1,2020-03-06 01:08:14,3041
79420,5,2020-03-08 15:55:02,3100
35380,6,2020-03-08 05:56:07,3016
84914,2,2020-03-14 17:43:10,3105
23939,3,2020-03-08 23:48:27,4000
58437,7,2020-03-09 23:53:12,3118
42194,7,2020-03-20 11:41:15,3112
91975,7,2020-03-16 21:25:34,3091
62779,6,2020-03-13 04:59:05,4194
41485,3,2020-02-28 04:59:34,3027
16665,6,2020-03-11 20:24:07,3056
45647,1,2020-03-23 06:57:17,3075
27898,1,2020-03-05 17:39:43,3076
39174,3,2020-03-26 16:15:16,4157
78362,1,2020-02-27 02:50:25,3011
24506,8,2020-03-03 03:07:11,3026
79328,4,2020-03-19 06:38:53,4181
25862,8,2020-03-23 21:08:40,3031
30908,2,2020-03-08 02:05:15,3012
91225,2,2020-03-26 23:06:46,4047
68656,6,2020-03-27 02:38:50,3083
71239,5,2020-03-17 07:30:56,4158
52718,2,2020-03-25 22:02:49,3075
55807,4,2020-02-27 15:10:14,3016
68499,3,2020-03-03 20:08:09,4185
23830,6,2020-03-22 01:22:10,3041
45159,8,2020-03-09 06:15:17,4105
43477,8,2020-03-23 10:03:50,3081
23645,8,2020-03-07 20:19:31,4040
1441,5,2020-03-17 13:19:26,3067
11341,4,2020-03-12 20:25:54,4194
51349,6,2020-03-04 14:32:19,4152
23236,7,2020-03-18 00:09:39,4155
45165,2,2020-03-16 01:21:59,4187
72854,3,2020-03-16 08:06:11,3055
52766,3,2020-03-22 23:54:37,4000
72986,3,2020-03-13 14:27:42,3055
76553,5,2020-03-04 12:43:26,4154
16981,7,2020-03-15 06:55:35,4002
37953,3,2020-03-08 23:55:02,3020
33923,3,2020-03-01 16:43:47,3150
30613,2,2020-03-24 14:17:24,3086
35096,5,2020-03-24 01:11:45,3011
34240,4,2020-03-21 04:55:48,4189
68235,2,2020-03-11 15:47:18,3022
30614,5,2020-03-15 23:32:48,3013
11567,3,2020-03-01 16:22:45,3071
3210,5,2020-03-14 11:37:20,3083
67543,7,2020-03-16 00:36:49,4107
57228,4,2020-03-11 15:51:16,4188
97124,2,2020-03-23 04:29:38,3065
10108,1,2020-03-03 11:39:31,4041
53201,5,2020-03-23 21:11:09,4155
95685,3,2020-03-09 21:27:38,3107
74325,2,2020-03-24 16:11:55,3067
15498,7,2020-03-18 23:02:28,4008
58736,2,2020-03-06 19:49:34,3010
41972,4,2020-03-20 08:02:00,4159
76653,4,2020-02-28 23:14:45,4130
99819,4,2020-03-11 03:37:08,4158
74690,6,2020-03-23 16:08:00,3011
86328,1,2020-02-28 08:40:45,3111
72437,3,2020-03-21 22:06:50,3047
18242,1,2020-03-07 14:49:21,3020
12278,7,2020-02-29 14:33:34,3061
76403,7,2020-03-17 22:05:49,3111
75372,7,2020-03-10 13:27:15,3110
85998,5,2020-03-22 00:17:16,3046
3338,2,2020-03-10 21:50:09,3118
64629,3,2020-03-18 14:57:16,3052
26282,3,2020-03-26 08:09:39,4005
5255,5,2020-03-06 20:33:55,3025
92373,2,2020-03-17 04:02:13,3015
46991,6,2020-03-01 09:05:04,4004
27792,6,2020-03-18 07:28:21,3045
74582,7,2020-03-12 21:18:22,3096
85742,4,2020-03-20 09:09:08,4005
24659,4,2020-03-10 12:59:33,4007
77185,7,2020-03-21 18:18:15,3012
94235,5,2020-03-22 06:43:14,3021
46958,2,2020-03-24 22:59:58,4041
57730,1,2020-03-12 13:12:12,3067
26225,6,2020-03-21 12:46:35,3070
93319,4,2020-03-20 17:57:18,4000
28063,4,2020-03-27 02:48:13,4044
71432,6,2020-03-19 01:40:13,3022
38842,6,2020-03-04 19:16:42,4158
67738,6,2020-03-15 05:58:31,4189
7899,4,2020-02-27 04:52:41,4154
93742,5,2020-03-20 01:21:59,4188
82747,8,2020-03-22 23:17:22,3041
25798,8,2020-03-09 06:08:37,4156
48255,2,2020-03-22 03:06:00,3015
15758,5,2020-03-10 22:33:42,4156
3710,5,2020-03-25 04:17:37,4155
55496,5,2020-03-25 07:11:53,4000
61136,8,2020-03-11 06:18:19,4153
61785,7,2020-03-13 06:24:32,3113
66617,8,2020-03-01 01:01:55,3022
27464,7,2020-02-27 05:52:58,4180
40619,5,2020-03-12 12:28:31,4182
71886,3,2020-03-26 01:20:36,3101
37981,5,2020-02-29 00:19:34,3091
6863,2,2020-03-13 16:19:11,4007
49694,2,2020-03-12 04:24:08,3111
17820,2,2020-03-09 19:44:37,3118
85821,3,2020-03-03 02:35:49,4107
73266,6,2020-03-06 20:46:29,4154
81316,3,2020-03-20 13:11:45,3061
29715,1,2020-03-27 06:33:45,3021
29273,7,2020-03-06 03:36:15,4101
65060,1,2020-03-12 05:09:58,4194
12502,6,2020-03-18 00:49:47,3022
78694,2,2020-03-06 14:34:18,3042
63281,1,2020-03-27 00:29:29,4192
78144,2,2020-03-17 04:18:03,4159
6718,4,2020-03-15 13:08:44,4104
88952,3,2020-03-17 12:00:14,4048
18615,6,2020-03-13 11:49:54,3020
66724,6,2020-03-23 05:31:42,3110
18487,4,2020-03-18 22:59:38,4158
19721,2,2020-03-10 17:28:29,3026
84620,5,2020-03-13 03:54:17,3071
18063,2,2020-03-24 23:04:13,3056
80044,2,2020-03-25 12:38:28,4153
29412,6,2020-03-20 19:05:38,4151
27980,2,2020-03-25 04:31:44,4041
58622,6,2020-03-25 23:57:01,4046
98001,6,2020-03-26 00:44:15,4104
87157,2,2020-03-27 19:56:56,4049
58945,8,2020-03-21 05:58:37,4007
51162,7,2020-03-01 00:49:18,4189
40980,2,2020-03-14 08:49:25,4183
7110,7,2020-02-29 15:51:25,3075
72399,2,2020-02-28 04:22:38,3105
3016,7,2020-03-18 10:52:47,3016
76699,4,2020-03-20 14:06:08,4131
12300,3,2020-03-09 05:17:12,4000
96574,2,2020-03-01 22:09:06,4158
48441,8,2020-03-14 17:55:59,4105
13447,8,2020-03-11 13:51:43,3075
82380,3,2020-03-27 17:06:07,3086
33824,6,2020-03-02 20:54:40,4007
93388,5,2020-03-06 07:27:20,4194
2237,2,2020-02-29 08:57:04,4049
31683,5,2020-03-19 23:41:14,4186
2585,4,2020-03-01 00:16:23,4000
32741,2,2020-03-20 03:13:21,3116
6933,7,2020-03-13 20:12:36,4194
43199,2,2020-03-17 11:30:02,3077
11719,3,2020-03-27 21:24:41,4187
98819,2,2020-03-05 08:53:46,4003
62741,5,2020-03-09 16:42:32,3113
92501,6,2020-03-24 00:18:10,4189
17064,5,2020-03-24 13:16:48,4152
98106,3,2020-03-18 20:08:48,3117
30950,3,2020-03-19 17:38:50,4044
72183,5,2020-03-05 17:01:18,3020
30439,1,2020-03-19 14:15:26,4041
4227,2,2020-03-20 05:57:50,3111
88892,6,2020-03-16 10:03:31,3025
40193,4,2020-03-16 17:09:43,3087
63104,2,2020-03-15 06:33:38,3095
2533,6,2020-03-02 16:51:49,4043
19436,2,2020-03-18 18:40:12,3105
57770,1,2020-03-05 05:53:04,3021
72285,1,2020-03-12 19:25:30,4194
14590,1,2020-03-14 00:57:43,4193
38020,8,2020-03-14 11:41:44,4182
22895,2,2020-03-21 22:32:22,3010
26693,3,2020-03-06 07:13:15,4005
62270,8,2020-03-26 18:06:10,4000
26389,5,2020-03-05 14:30:31,3040
